Category,Outbreak,Location,Lat,Long,Date,Cases,Fatalities,Impact Scale,Source Citation,Source
Whooping Cough,Whooping Cough,U.S. (North Carolina),36.01174,-79.42538,12/2011-2/2012,82,,Epd,"McGowan, Molly. ""Whooping cough outbreak climbs to 82 cases."" Times-News, February 25, 2012.",http://www.thetimesnews.com/articles/pertussis-52838-department-outbreak.html
Whooping Cough,Whooping Cough,U.S. (North Carolina),35.77959,-78.63818,1/2013-8/2013,326,,Epd,"""Pertussis outbreak continues in North Carolina."" Healio. August 28, 2013.",http://www.healio.com/pediatrics/respiratory-infections/news/online/%7B7807cb8d-980c-4c34-899b-63cdd8554a2f%7D/pertussis-outbreak-continues-in-north-carolina
Mumps,Mumps,U.S. (North Carolina),35.759573,-79.0193,4/2010,1,,Isl,"Duke Today. ""Mumps Exposure in North Carolina."" May 4, 2010.",http://www.dukenews.duke.edu/2010/05/mumps.html
Measles,Measles,U.S. (North Carolina),36.0263,-79.10969,4/2013-5/2013,23,,Clst,"Baines, Miranda. ""Measles cases have state health officials concerned."" The Daily Southerner. May 17, 2013.",http://dailysoutherner.com/local/x319988597/Measles-cases-have-state-health-officials-concerned
Measles,Measles,U.S. (North Carolina),35.76978,-78.9941,4/2013,3,,Isl,"CDC Morbidity and Mortality Weekly Report. ""Notes from the Field: Measles Outbreak Associated with a Traveler Returning from India - North Carolina, April-May 2013."" September 13, 2013.",http://www.cdc.gov/mmwr/preview/mmwrhtml/mm6236a6.htm
Whooping Cough,Whooping Cough,U.S. (North Dakota),47.55149,-101.00201,1/2009-12/2009,30,,Clst,"Whooping Cough Cases Up, Bismark Tribune, October 30, 2012.",http://bismarcktribune.com/news/local/whooping-cough-cases-up/article_e20d196c-22c0-11e2-9f61-0019bb2963f4.html
Whooping Cough,Whooping Cough,U.S. (North Dakota),47.55149,-101.00201,1/2010-12/2010,58,,Clst,"Whooping Cough Cases Up, Bismark Tribune, October 30, 2012.",http://bismarcktribune.com/news/local/whooping-cough-cases-up/article_e20d196c-22c0-11e2-9f61-0019bb2963f4.html
Whooping Cough,Whooping Cough,U.S. (North Dakota),47.55149,-101.00201,1/2011-12/2011,70,,Epd,"Whooping Cough Cases Up, Bismark Tribune, October 30, 2012.",http://bismarcktribune.com/news/local/whooping-cough-cases-up/article_e20d196c-22c0-11e2-9f61-0019bb2963f4.html
Whooping Cough,Whooping Cough,U.S. (North Dakota),47.55149,-101.00201,1/2012-10/2012,179,,Epd,"Whooping Cough Cases Up, Bismark Tribune, October 30, 2012.",http://bismarcktribune.com/news/local/whooping-cough-cases-up/article_e20d196c-22c0-11e2-9f61-0019bb2963f4.html
Whooping Cough,Whooping Cough,U.S. (Ohio),40.417287,-82.907123,1/2010,36,,Clst,"The Buckelye Lake Beacon. ""Fairfield Medical sees increase in Pertussis cases."" July 24,2010.",http://www.buckeyelakebeacon.net/news/2010-07-24/News/Fairfield_Medical_sees_increase_in_Pertussis_cases.html
Whooping Cough,Whooping Cough,U.S. (Ohio),39.89121,-83.67739,1/2013-11/2013,901,,Epd,"Latta, Tiffany Y. ""Clark pertussis cases still rising."" Springfield News Sun. December 8, 2013.",http://www.springfieldnewssun.com/news/news/local/clark-pertussis-cases-still-rising/ncDhn/
Whooping Cough,Whooping Cough,U.S. (Oregon),43.80413,-120.5542,1/2012-7/2012,458,,Epd,"Malee, Patrick. ""Officials call pertussis alert: A public health official says low vaccination rates leave children vulnerable against whooping cough."" The Register-Guard.July 10, 2012.",http://www.registerguard.com/web/newslocalnews/28363316-41/health-county-cases-lane-pertussis.html.csp
Measles,Measles,U.S. (Oregon),44.84464,-122.59274,1/2013,1,,Isl,"KATU, ""Case of measles reported in Marion County,"" January 24, 2013.",http://www.katu.com/news/local/Case-of-measles-reported-in-Marion-County-188290191.html
Measles,Measles,United States (Oregon),43.80413,-120.5542,1/2014,1,,Isl,"KGW Staff.  ""Measles care reported in Marion County."" KGW.com. January 21, 2014.",http://www.kgw.com/news/Measles-case-reported-in-Marion-County-241319061.html
Measles,Measles,"U.S. (Portland, Oregon)",45.52346,-122.68148,8/2013,1,,Isl,"""Confirmed measles case in Portland metro,"" KOIN News, August 24, 2013.",http://www.koin.com/2013/08/23/confirmed-measles-case-in-portland-metro/
Measles,Measles,"U.S. (Pennsylvania, Perry County)",40.371376,-77.240515,2/2011,5,,Clst,"Fowler, Wade. ""Health department acts to contain measles outbreak."" PennLive, February 10, 2011.",http://www.pennlive.com/perry-county-times/index.ssf/2011/02/health_department_acts_to_cont.html
Measles,Measles,"U.S. (Pennsylvania, Bucks County)",40.4108,-75.24791,5/2011,4,,Isl,"Center for Infectious Disease Research and Policy, ""Pennsylvania officials warn about measles exposures,"" May 6, 2011.",http://www.cidrap.umn.edu/cidrap/content/other/news/may0611measles.html
Measles,Measles,"U.S. (Pennsylvania, Philadelphia)",39.95233,-75.16379,2/2009,1,,Isl,"Student Health Service University of Pennsylvania. February 24, 2009. ",http://www.vpul.upenn.edu/shs/health_advisory_measles.php
Measles,Measles,"U.S. (Pennsylvania, Pittsburgh)",40.44062,-79.99589,4/2009,5,,Isl,"Templeton, David. ""Source of Measles outbreak was visitor from India."" Pittsburgh Post Gazette. April 10, 2009.",http://www.post-gazette.com/local/city/2009/04/10/Source-of-measles-outbreak-was-visitor-from-India/stories/200904100138
Whooping Cough,Whooping Cough,U.S. (Pennsylvania),40.44508,-80.00877,1/2012-5/2012,46,,Clst,"County Health Department Reports Growing Incidence of Whooping Cough. Patch. May 18, 2012.",http://plum-oakmont.patch.com/articles/county-health-department-reports-growing-incidence-of-whooping-cough
Mumps,Mumps,U.S. (Pennsylvania),41.203322,-77.194525,3/2010,9,,Clst,"WCAX. ""9 confirmed mumps cases at Plattsburgh State."" April 1, 2010.",http://www.wcax.com/Global/story.asp?S=12239717
Whooping Cough,Whooping Cough,"U.S. (Pennsylvania, West Middlesex)",41.53508,-78.52238,11/2008,32,,Clst,"The Herald. ""Local whooping cough outbreak sickens 32."" November 26, 2008.",http://www.sharonherald.com/local/x1208362045/Local-whooping-cough-outbreak-sickens-32
Measles,Measles,U.S. (Rhode Island),41.580095,-71.477429,4/2011,1,,Isl,"Allen, Jane. ""New Jersey, Northeast States on Alert for Measles From Sick Italian Traveler ."" ABC News, April 29, 2011.",http://abcnews.go.com/Health/w_ParentingResource/measles-outbreak-jersey-rhode-island-warn-people-watch/story?id=13493663
Whooping Cough,Whooping Cough,U.S. (South Carolina),34.90462,-82.64834,3/2012,2,,Clst,"WSPA. ""2 Cases Of Whooping Cough Confirmed In the Upstate."" March 23, 2012.",http://www2.wspa.com/news/2012/mar/23/two-cases-whooping-cough-confirmed-upstate-ar-3464828/
Whooping Cough,Whooping Cough,U.S. (South Dakota),43.969515,-99.901813,11/2008,17,,2nd,"Grant, Kelli. ""Whooping Cough Outbreak."" Keloland Television, November 05, 2008.","http://www.keloland.com/healthbeat/newsdetail6387.cfm?Id=0,76006"
Measles,Measles,U.S. (Tennessee),35.517491,-86.580447,3/2011,2,,Clst,"Jones, Tiana . ""Number of measles cases rises."" WKRN-TV (Nashville), May 17, 2011.",http://www.wkrn.com/story/14665577/number-of-measles-cases-on-the-rise
Measles,Measles,U.S. (Texas),31.968599,-99.901813,4/2011,1,,Isl,"Houston Chronicle. ""Houston sees its first case of measles in years."" Chron (Houston ), April 2, 2011.",http://www.chron.com/disp/story.mpl/metropolitan/7503980.html
Measles,Measles,U.S. (Texas),29.77518,-95.31025,4/2013,1,,Isl,"Christian, Carol. ""County's first reported case of measles since 2011 seen in 1-year-old."" Houston Chronicle, April 13, 2013.",http://www.chron.com/news/houston-texas/houston/article/County-s-1st-reported-case-of-measlessince-4432426.php
Measles,Measles,U.S. (Texas),32.7732,-97.35166,1/2013-8/2013,15,,Clst,"Fowler, Brix. ""S.A. parents fear measles outbreak could spread as kids return to class."" KENS 5. August 19, 2013.
",http://www.kens5.com/news/SA-parents-fear-measles-outbreak-could-spread-as-kids-return-to-class-220286131.html
Measles,Measles,U.S. (Texas),32.72541,-97.32085,8/2013,16,,Clst,"God Discussion. ""Measles outbreak at Copeland church reveals that majority of victims were never vaccinated."" September 10, 2013.""",http://www.goddiscussion.com/114130/measles-outbreak-at-copeland-church-reveals-that-majority-of-victims-were-never-vaccinated/
Mumps,Mumps,U.S. (Texas),31.968599,-99.001424,4/2010,1,,Isl,"Fullhart, Steve. ""Mumps Cases in Brazos County."" KBTX, April 30, 2010.",http://www.kbtx.com/local/headlines/92499409.html
Whooping Cough,Whooping Cough,U.S. (Texas),31.13268,-97.52993,4/2012,32,,Clst,"KWTX. ""More Than 30 Cases Of Whooping Cough Now Confirmed Here."" April 9, 2012.",http://www.kwtx.com/news/health/headlines/More_Than_20_Cases_Of_Whooping_Cough_Confirmed_Here_146687055.html
Whooping Cough,Whooping Cough,U.S. (Texas),30.26382,-97.77139,1/2013-12/2013,3482,,Epd,"Karnes, Cliff. ""Record Cases of Pertussis Reported Across the State, Three Reported in Brown County."" Brownwood News. Decemebr 20, 2013. 
",http://www.brownwoodnews.com/index.php?option=com_content&view=article&id=14057
Whooping Cough,Whooping Cough,"U.S. (Utah, Box Elder County)",41.756,-113.1918,4/2012,7,,Clst,"Metcalf, Dan Jr. ""Whooping cough outbreak reported in Cache Valley."" ABC 4 Salt Lake City, April 19, 2012.",http://www.abc4.com/content/news/state/story/Whooping-cough-outbreak-reported-in-Cache-Valley/ubfP7v8-jUOrCQcegXOTqQ.cspx
Whooping Cough,Whooping Cough,"U.S. (Utah, Utah County)",41.53801,-111.57068,1/2012-6/2012,96,,Epd,"Fieldsted, Paige. ""Whooping cough cases continue to rise in Utah County."" Daily Herald. June 6, 2012.",http://www.heraldextra.com/news/local/whooping-cough-cases-continue-to-rise-in-utah-county/article_a1febe87-378d-5bb6-b41e-1a4c39e3fed5.html
Whooping Cough,Whooping Cough,U.S. (Utah),40.96288,-112.09533,1/2012-12/2012,1497,,Epd,"Williams, Melinda. ""Adults also need  pertussis vaccine."" The Davis Clipper. March 4, 2013.",http://www.davisclipper.com/view/full_story/21844561/article-Adults-also-need--pertussis-vaccine?instance=secondary_stories_left_column
Measles,Measles,U.S. (Utah),39.32098,-111.09373,3/2011-4/2011,4,,Clst,"Zoler, Mitchel. ""Measles Called 'Eliminated' in U.S. Despite Outbreak."" Skin and Allergy News, November 11, 2012.",http://www.skinandallergynews.com/news/medical-dermatology/single-article/measles-called-eliminated-in-us-despite-outbreak/12550505d6.html
Measles,Measles,"U.S. (Utah, Cache County)",41.756,-111.76147,7/2011,6,,Isl,"Preusz, Jared. ""6 cases of measles confirmed in Cache County."" FOX 13, July 11, 2011.","http://www.fox13now.com/news/local/kstu-utah-measles-6-cases-of-measles-confirmed-in-cache-county-20110711,0,2777089.story"
Whooping Cough,Whooping Cough,U.S. (Vermont),44.5588,-72.57784,1/2012-12/2012,632,,Epd,"Centers for Disease Control and Prevention, ""Pertussis (whooping cough) outbreaks,"" January 9, 2013.",http://www.cdc.gov/pertussis/outbreaks.html
Measles,Measles,U.S. (Virginia),37.431573,-78.656894,4/2009,6,,2nd,"Bahrampour, Tara . ""Va. Home to Area's 6th Measles Case."" The Washington Post, April 22, 2009.",http://www.washingtonpost.com/wp-dyn/content/article/2009/04/21/AR2009042103045_pf.html
Measles,Measles,U.S. (Virginia),37.431573,-78.656894,5/2011,3,,2nd,"Stover, Chris . ""UPDATE: Measles Case Closes Charlottesville School ."" NewPLEX.com, May 27, 2011.",http://www.newsplex.com/home/headlines/Confirmed_Cases_of_Measles_in_Charlottesville_122652194.html
Mumps,Mumps,U.S. (Virginia),37.54072,-77.43605,3/2013,15,,Clst,"WRIC . ""Mumps Outbreak Widens At University of Richmond."" March 27, 2013.",http://www.wric.com/story/21807983/mumps-outbreak-widens-at-university-of-richmond
Whooping Cough,Whooping Cough,"U.S. (Virgina, Floyd County)",36.94463,-80.32131,4/2011,32,,Clst,"Barnett, Erin. ""Floyd school to re-open Monday after whooping cough outbreak."" WSLS10. April 6, 2011.",http://www.wsls.com/story/20826636/floyd-school-to-re-open-monday-after-whooping-cough-outbreak
Whooping Cough,Whooping Cough,U.S. (Washington),47.751074,-120.740139,8/2010,2,1,Isl,"Riggs, Dee. ""Grant County baby dies from whooping cough."" The Wenachee World, August 26, 2010.",http://www.wenatcheeworld.com/news/2010/aug/26/grant-county-baby-dies-from-whooping-cough/
Whooping Cough,Whooping Cough,U.S. (Washington),47.44732,-122.45985,1/2012-7/2012,1987,,Epd,"The Arlington Times, ""State distributes more vaccine for whooping cough epidemic,"" July 13, 2012.",http://www.arlingtontimes.com/news/162396306.html
Whooping Cough,Whooping Cough,"U.S. (Washington, Grant County)",47.19356,-119.29864,6/2012,13,,Clst,"NCWTV, ""Thirteen New Grant County Whooping Cough (Pertussis) Cases,"" June 7, 2012.",http://www.ncwtv.com/thirteen-new-grant-county-whooping-cough-pertussis-cases-2828/
Whooping Cough,Whooping Cough,"U.S. (Washington, Island County)",48.19765,-122.57946,6/2012,42,,Epd,"Murray, Elisabeth. ""Coupeville pertussis outbreak grows."" The Whidbey Examiner. June 7, 2012.",http://www.whidbeyexaminer.com/main.asp?SectionID=1&SubSectionID=1&ArticleID=7833
Whooping Cough,Whooping Cough,"U.S. (Washington, Skagit County)",48.4242,-121.71144,6/2012,433,,Epd,"KAPS Country 660AM, ""Skagit County has the highest rate of pertussis,"" June 6, 2012.",http://www.kapsradio.com/kaps-radio-660am-news-headlines/skagit-county-has-the-highest-rate-of-pertussis/
Whooping Cough,Whooping Cough,"U.S. (Washington, Snohomish County)",48.033,-121.83395,1/2012-7/2012,408,,Epd,"The Arlington Times, ""State distributes more vaccine for whooping cough epidemic,"" July 13, 2012.",http://www.arlingtontimes.com/news/162396306.html
Whooping Cough,Whooping Cough,U.S. (Washington),47.28668,-119.28955,1/2012-1/2013,4783,,Epd,"Centers for Disease Control and Prevention, ""Pertussis (whooping cough) outbreaks,"" January 9, 2013.",http://www.cdc.gov/pertussis/outbreaks.html
Measles,Measles,"U.S. (Washington, King County)",47.56541,-122.00357,1/2013,2,,Isl,"Gustafson, Jeanne, ""Klahanie Measles Case Reported,"" Sammamish-Issaquah Patch, January 30, 2012.",http://sammamish.patch.com/articles/klahanie-measles-case-reported
Measles,Measles,"U.S. (Washington, Cowlitz County)",46.1746472,-122.7746902,11/2012,1,,Isl,"Leslie Slape, ""Measles case identified at Woodland Primary School,"" The Daily News, November 1, 2012.",http://tdn.com/news/local/measles-case-identified-at-woodland-primary-school/article_30b89f9a-2489-11e2-8370-0019bb2963f4.html
Measles,Measles,"U.S. (Washington, Seattle)",47.60621,-122.33207,7/2013,2,,Isl,"Kirotv.com. ""Seattle officals' warning about local measles cases."" July 17, 2013.",http://www.kirotv.com/news/news/seattle-officals-warning-aboud-local-measles-cases/nYtXt/
Measles,Measles,U.S. (Washington),47.54803,-121.9836,8/2013,2,,Isl,"Snoqualmie Valley Record. ""Health officials announce public exposures to new Eastside measles case,"" September 11, 2013.",http://www.valleyrecord.com/community/223334261.html
Measles,Measles,U.S. (Wisconsin),43.78444,-88.78787,09/2011,3,,2nd,"The Associated Press. ""Measles Cases Traced to Unvaccinated Tot ."" WMTV, September 22, 2011.",http://www.nbc15.com/state/headlines/Measles_Cases_Traced_to_Unvaccinated_Tot_130397013.html
Whooping Cough,Whooping Cough,U.S. (Wisconsin),44.85045,-89.8505,1/2011-12/2011,1078,,Epd,"Larsen, Jessica. ""County Reports Spike in Whooping Cough Cases."" LaCrosse Tribune. May 18, 2012.",http://lacrossetribune.com/news/local/county-reports-spike-in-whooping-cough-cases/article_aac24a22-a101-11e1-b8f2-001a4bcf887a.html
Whooping Cough,Whooping Cough,"U.S. (Wisconsin, Marathon County)",44.85045,-89.8505,4/2012,100,,Epd,"Wasau Daily Herald. ""Whooping cough outbreak hits Wausau area."" April 17, 2012.",http://www.wausaudailyherald.com/article/20120417/WDH0101/120417073/Whooping-cough-outbreak-hits-Wausau-area
Whooping Cough,Whooping Cough,"U.S. (Wisconsin, Pierce County)",44.75089,-92.38136,6/2012,3,,Clst,"River Falls Journal, ""School district issues pertussis alert,"" June 1, 2012.",http://www.riverfallsjournal.com/event/article/id/102197/
Whooping Cough,Whooping Cough,U.S. (Wisconsin),43.78444,-88.78787,1/2012-5/2012,814,,Epd,"Larsen, Jessica. ""County Reports Spike in Whooping Cough Cases."" LaCrosse Tribune. May 18, 2012.",http://lacrossetribune.com/news/local/county-reports-spike-in-whooping-cough-cases/article_aac24a22-a101-11e1-b8f2-001a4bcf887a.html
Whooping Cough,Whooping Cough,U.S. (Wisconsin),44.26193,-88.41538,1/2012-12/2012,5923,,Epd,"Centers for Disease Control and Prevention, ""Pertussis (whooping cough) outbreaks,"" January 9, 2013.",http://www.cdc.gov/pertussis/outbreaks.html
Whooping Cough,Whooping Cough,"U.S. (Wisconsin, Wood County)",44.38358,-89.81735,1/2013-12/2013,31,,Epd,"Neupert, Raymond. ""Health officials seeing more pertussis cases in central Wisconsin."" WSAU. December 20, 2013.",http://wsau.com/news/articles/2013/dec/20/health-officials-seeing-more-pertussis-cases-in-central-wisconsin/
Other,Ebola,Uganda,0.61522,32.95898,7/2012,20,14,Clst,"World Health Organization, ""Ebola in Uganda,"" July 29, 2012.",http://www.who.int/csr/don/2012_07_29/en/index.html
Measles,Measles,Uganda,1.38963,32.25543,1/2010-12/2010,1313,,Epd,"William j. Moss, Diane E. Griffin. ""Measles."" The Lancet.
January 14, 2012",http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(10)62352-5/fulltext
Measles,Measles,Uganda,1.34158,32.32607,1/2009-12/2009,1216,,Epd,"William j. Moss, Diane E. Griffin. ""Measles."" The Lancet.
January 14, 2012",http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(10)62352-5/fulltext
Measles,Measles,Uganda,1.37333,32.29028,11/2011,112,,Epd,"KASASIRA, Risdel. ""Government issues national measles alert."" Daily Monitor, December 6, 2011.",http://www.monitor.co.ug/News/National/-/688334/1284858/-/bg76r3z/-/index.html
Measles,Measles,Uganda,0.78001,32.09106,1/2011-12/2011,3312,,Epd,"World Health Organization, ""WHO: Measles deaths decline, but elimination progress stalls in some regions,"" January 17, 2013.",http://www.who.int/mediacentre/news/notes/2013/measles_20130117/en/
Measles,Measles,Uganda (Kiruhura),-0.1964,30.84425,3/2012,38,1,Epd,"Mukombozi, Rajab. ""Kiruhura 19th district to file measles cases."" Daily Monitor, March 26, 2012.",http://www.monitor.co.ug/News/National/-/688334/1373326/-/awqs8tz/-/
